blog_code,category,impressions,clicks,ctr
4641,travel:killer,33,0,0.000000
4642,travel:low,11,0,0.000000
4645,travel:passing,47,0,0.000000
4647,travel:killer,483,7,0.014493
4654,travel:hidden,11,0,0.000000
4655,travel:low,7,0,0.000000
4656,travel:hidden,14,0,0.000000
4658,travel:passing,657,0,0.000000
4659,travel:killer,179,0,0.000000
4661,travel:killer,4,0,0.000000
4667,travel:passing,46,0,0.000000
4668,travel:low,16,0,0.000000
4670,unmatched:published(non-travel),7,0,0.000000
4672,travel:low,60,0,0.000000
4674,unmatched:unpublished(404 likely),195,0,0.000000
4683,travel:passing,281,0,0.000000
4684,travel:low,18,0,0.000000
4686,travel:passing,834,4,0.004796
4688,unmatched:published(non-travel),22,0,0.000000
4689,travel:passing,1671,4,0.002394
4694,travel:low,11,0,0.000000
4697,travel:low,8,0,0.000000
4698,travel:passing,90,0,0.000000
4700,unmatched:published(non-travel),291,0,0.000000
4702,travel:killer,101,0,0.000000
4703,travel:passing,50,0,0.000000
4710,travel:killer,377,0,0.000000
4713,unmatched:published(non-travel),111,0,0.000000
4716,travel:passing,167,0,0.000000
4722,travel:low,21,0,0.000000
4723,travel:passing,5796,8,0.001380
4728,travel:passing,1012,15,0.014822
4731,travel:passing,45,0,0.000000
4736,travel:passing,80,0,0.000000
4739,travel:low,86,0,0.000000
4740,travel:low,29,0,0.000000
4741,travel:passing,85,0,0.000000
4746,travel:killer,82,0,0.000000
4749,travel:killer,76,0,0.000000
4751,unmatched:unpublished(404 likely),129,0,0.000000
4753,travel:passing,566,0,0.000000
4758,travel:passing,988,0,0.000000
4760,travel:hidden,58,0,0.000000
4763,travel:low,11,0,0.000000
4765,travel:passing,11,0,0.000000
4766,travel:low,121,0,0.000000
4768,travel:passing,1233,0,0.000000
4770,travel:killer,1365,0,0.000000
4772,travel:killer,319,0,0.000000
4774,travel:passing,231,4,0.017316
4775,travel:passing,42,0,0.000000
4777,travel:passing,21,4,0.190476
4781,travel:hidden,23,0,0.000000
4786,travel:passing,124,0,0.000000
4789,travel:low,7,0,0.000000
4792,travel:low,82,0,0.000000
4794,travel:low,237,0,0.000000
4795,travel:killer,7,0,0.000000
4797,travel:low,53,0,0.000000
4802,travel:passing,324,0,0.000000
4808,unmatched:published(non-travel),7,0,0.000000
4813,travel:killer,72,0,0.000000
4818,travel:low,22,0,0.000000
4819,travel:low,195,4,0.020513
4825,travel:low,139,4,0.028777
4828,unmatched:published(non-travel),7,0,0.000000
4833,travel:low,4,0,0.000000
4834,travel:low,11,0,0.000000
4835,travel:low,159,0,0.000000
4840,travel:passing,399,0,0.000000
4844,travel:passing,185,0,0.000000
4852,travel:low,107,0,0.000000
4853,unmatched:published(non-travel),40,0,0.000000
4854,travel:low,107,0,0.000000
4855,travel:passing,234,0,0.000000
4858,unmatched:published(non-travel),7,0,0.000000
4860,travel:low,7,0,0.000000
4867,travel:passing,676,4,0.005917
4868,travel:passing,152,0,0.000000
4873,travel:low,25,0,0.000000
4874,unmatched:published(non-travel),157,0,0.000000
4875,travel:low,19,0,0.000000
4876,travel:low,18,0,0.000000
4877,travel:passing,125,0,0.000000
4882,travel:hidden,32,0,0.000000
4885,travel:low,22,0,0.000000
4889,travel:hidden,7,0,0.000000
4892,travel:hidden,43,0,0.000000
4896,travel:killer,675,4,0.005926
4898,travel:passing,529,0,0.000000
4899,travel:killer,233,0,0.000000
4902,travel:low,40,0,0.000000
4909,travel:passing,192,0,0.000000
4913,travel:low,44,0,0.000000
4915,travel:passing,259,0,0.000000
4919,travel:low,138,0,0.000000
4922,unmatched:published(non-travel),4,0,0.000000
4925,travel:low,19,0,0.000000
4926,travel:killer,47,0,0.000000
4927,travel:passing,124,0,0.000000
4931,travel:low,8,0,0.000000
4936,travel:low,4,0,0.000000
4938,travel:low,44,0,0.000000
4940,travel:hidden,11,0,0.000000
4950,travel:hidden,40,0,0.000000
4951,travel:low,364,0,0.000000
4958,unmatched:published(non-travel),212,0,0.000000
4959,travel:killer,68,0,0.000000
4961,travel:passing,1332,0,0.000000
4964,travel:passing,461,0,0.000000
4966,travel:low,8,0,0.000000
4967,travel:low,7,0,0.000000
4970,travel:hidden,39,0,0.000000
4971,travel:hidden,118,0,0.000000
4972,travel:killer,38,0,0.000000
4976,travel:low,15,0,0.000000
4977,travel:low,87,0,0.000000
4980,travel:low,76,0,0.000000
4981,travel:hidden,4,0,0.000000
4983,travel:low,89,0,0.000000
4985,travel:hidden,11,0,0.000000
4988,travel:hidden,128,0,0.000000
4989,travel:passing,156,0,0.000000
4992,travel:low,62,0,0.000000
4994,travel:low,18,0,0.000000
4995,travel:passing,33,0,0.000000
4996,travel:low,7,0,0.000000
4997,travel:low,32,0,0.000000
